clean_text,category
definitely one believes such scheme implemented effectively but again gambling not prohibited the real task make effective campaign counter this non sense scheme make people understand the practical benefits modi economy,1
where are modi presstituteswhat are doing and saying now after raga new india scheme for poor,-1
obviously yes but never with modi,0
you have the guts post the original video where modi promised lakhshe said bring back the black money stashed these congressi would like putting lakhs each account you guys peddled that lies for yrs now another lie,1
you think its for not candidate for lie you are not delusional you are anti the idea constitution nation 2014 modi can talk anything problem about can blame anyone but now with oath save constitution cannot that the point,0
you are upset today dont worry people cant trust people would have accepted from modi,0
josh except modi,0
"dear middle class
you might like absorb this new development rahul gandhi god forbid ever comes power will most probably increase taxes gst pay for his harebrained … here you thought narendra modi hadn’ done enough for you ",1
nirav modis firm moves bombay against order sell paintings,-1
excellent decision all the people with nationalist ideology should join bjp strengthen the hands modi order strengthen our nation,1
governor state because modi can make everything mockery including the office the head government the largest world democracy hai toh mumkin hai,0
take the limit land holding acres was done modi govt the effective population eligible whats the limit benefit bottom population acres,1
